fid,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,latitude,longitude,hours,phone,fax,email,url,image,category
9207,S/A: Nelson Street,publish,s-a-nelson-street,"Every other Friday. Corner of Nelson &amp; Barbour.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,100 Nelson St,,Hartford,CT,6120,USA,US,41.788021,-72.678411,"10/7/22 8:45 AM - 9:15 AM<br>
10/21/22 8:45 AM - 9:15 AM<br>
11/4/22 8:45 AM - 9:15 AM<br>
11/18/22 8:45 AM - 9:15 AM<br>
12/2/22 8:45 AM - 9:15 AM<br>
12/16/22 8:45 AM - 9:15 AM<br>
12/30/22 8:45 AM - 9:15 AM<br>
1/13/23 8:45 AM - 9:15 AM<br>
1/27/23 8:45 AM - 9:15 AM<br>
2/10/23 8:45 AM - 9:15 AM<br>
2/24/23 8:45 AM - 9:15 AM<br>
3/10/23 8:45 AM - 9:15 AM<br>
3/24/23 8:45 AM - 9:15 AM<br>
4/7/23 8:45 AM - 9:15 AM<br>
4/21/23 8:45 AM - 9:15 AM<br>
5/5/23 8:45 AM - 9:15 AM<br>
5/19/23 8:45 AM - 9:15 AM<br>
6/2/23 8:45 AM - 9:15 AM<br>
6/16/23 8:45 AM - 9:15 AM<br>
6/30/23 8:45 AM - 9:15 AM<br>
7/14/23 8:45 AM - 9:15 AM<br>
7/28/23 8:45 AM - 9:15 AM<br>
8/25/23 8:45 AM - 9:15 AM<br>
9/8/23 8:45 AM - 9:15 AM<br>
9/22/23 8:45 AM - 9:15 AM<br>
10/6/23 8:45 AM - 9:15 AM<br>
10/20/23 8:45 AM - 9:15 AM<br>
11/3/23 8:45 AM - 9:15 AM<br>
11/17/23 8:45 AM - 9:15 AM<br>
12/1/23 8:45 AM - 9:15 AM<br>
12/15/23 8:45 AM - 9:15 AM<br>
12/29/23 8:45 AM - 9:15 AM<br>",,,,,0,
9208,Sacred Heart Church,publish,sacred-heart-church,"Every other Friday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,48 Cottage St,,East Berlin,CT,6023,USA,US,41.616624,-72.716221,"10/14/22 12:00 PM - 12:30 PM<br>
10/28/22 12:00 PM - 12:30 PM<br>
11/11/22 12:00 PM - 12:30 PM<br>
12/9/22 12:00 PM - 12:30 PM<br>
12/23/22 12:00 PM - 12:30 PM<br>
1/6/23 12:00 PM - 12:30 PM<br>
1/20/23 12:00 PM - 12:30 PM<br>
2/3/23 12:00 PM - 12:30 PM<br>
2/17/23 12:00 PM - 12:30 PM<br>
3/3/23 12:00 PM - 12:30 PM<br>
3/17/23 12:00 PM - 12:30 PM<br>
3/31/23 12:00 PM - 12:30 PM<br>
4/14/23 12:00 PM - 12:30 PM<br>
4/28/23 12:00 PM - 12:30 PM<br>
5/12/23 12:00 PM - 12:30 PM<br>
5/26/23 12:00 PM - 12:30 PM<br>
6/9/23 12:00 PM - 12:30 PM<br>
6/23/23 12:00 PM - 12:30 PM<br>
7/7/23 12:00 PM - 12:30 PM<br>
7/21/23 12:00 PM - 12:30 PM<br>
8/4/23 12:00 PM - 12:30 PM<br>
8/18/23 12:00 PM - 12:30 PM<br>
9/1/23 12:00 PM - 12:30 PM<br>
9/15/23 12:00 PM - 12:30 PM<br>
9/29/23 12:00 PM - 12:30 PM<br>
10/13/23 12:00 PM - 12:30 PM<br>
10/27/23 12:00 PM - 12:30 PM<br>
11/10/23 12:00 PM - 12:30 PM<br>
11/24/23 12:00 PM - 12:30 PM<br>
12/8/23 12:00 PM - 12:30 PM<br>
12/22/23 12:00 PM - 12:30 PM<br>",,,,,0,
9209,SANA Apartments,publish,sana-apartments,"Every other Thursday.&nbsp;To access this distribution by car take Windsor St. to Canton St. and turn left onto Donald Street.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,1630 Main St,,Hartford,CT,6120,USA,US,41.776457,-72.675354,"10/13/22 1:15 PM - 2:00 PM<br>
10/27/22 1:15 PM - 2:00 PM<br>
11/10/22 1:15 PM - 2:00 PM<br>
12/8/22 1:15 PM - 2:00 PM<br>
12/22/22 1:15 PM - 2:00 PM<br>
1/5/23 1:15 PM - 2:00 PM<br>
1/19/23 1:15 PM - 2:00 PM<br>
2/2/23 1:15 PM - 2:00 PM<br>
2/16/23 1:15 PM - 2:00 PM<br>
3/2/23 1:15 PM - 2:00 PM<br>
3/16/23 1:15 PM - 2:00 PM<br>
3/30/23 1:15 PM - 2:00 PM<br>
4/13/23 1:15 PM - 2:00 PM<br>
4/27/23 1:15 PM - 2:00 PM<br>
5/11/23 1:15 PM - 2:00 PM<br>
5/25/23 1:15 PM - 2:00 PM<br>
6/8/23 1:15 PM - 2:00 PM<br>
6/22/23 1:15 PM - 2:00 PM<br>
7/6/23 1:15 PM - 2:00 PM<br>
7/20/23 1:15 PM - 2:00 PM<br>
8/3/23 1:15 PM - 2:00 PM<br>
8/17/23 1:15 PM - 2:00 PM<br>
8/31/23 1:15 PM - 2:00 PM<br>
9/14/23 1:15 PM - 2:00 PM<br>
9/28/23 1:15 PM - 2:00 PM<br>
10/12/23 1:15 PM - 2:00 PM<br>
10/26/23 1:15 PM - 2:00 PM<br>
11/9/23 1:15 PM - 2:00 PM<br>
11/23/23 1:15 PM - 2:00 PM<br>
12/7/23 1:15 PM - 2:00 PM<br>
12/21/23 1:15 PM - 2:00 PM<br>",,,,,0,
9210,Somers Congregational Church,publish,somers-congregational-church,"Every other Wednesday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,599 Main St,,Somers,CT,6071,USA,US,41.986118,-72.446203,"10/12/22 1:00 PM - 1:30 PM<br>
10/26/22 1:00 PM - 1:30 PM<br>
11/9/22 1:00 PM - 1:30 PM<br>
11/23/22 1:00 PM - 1:30 PM<br>
12/7/22 1:00 PM - 1:30 PM<br>
12/21/22 1:00 PM - 1:30 PM<br>
1/4/23 1:00 PM - 1:30 PM<br>
1/18/23 1:00 PM - 1:30 PM<br>
2/1/23 1:00 PM - 1:30 PM<br>
2/15/23 1:00 PM - 1:30 PM<br>
3/1/23 1:00 PM - 1:30 PM<br>
3/15/23 1:00 PM - 1:30 PM<br>
3/29/23 1:00 PM - 1:30 PM<br>
4/12/23 1:00 PM - 1:30 PM<br>
4/26/23 1:00 PM - 1:30 PM<br>
5/10/23 1:00 PM - 1:30 PM<br>
5/24/23 1:00 PM - 1:30 PM<br>
6/7/23 1:00 PM - 1:30 PM<br>
6/21/23 1:00 PM - 1:30 PM<br>
7/5/23 1:00 PM - 1:30 PM<br>
7/19/23 1:00 PM - 1:30 PM<br>
8/2/23 1:00 PM - 1:30 PM<br>
8/16/23 1:00 PM - 1:30 PM<br>
8/30/23 1:00 PM - 1:30 PM<br>
9/13/23 1:00 PM - 1:30 PM<br>
9/27/23 1:00 PM - 1:30 PM<br>
10/11/23 1:00 PM - 1:30 PM<br>
10/25/23 1:00 PM - 1:30 PM<br>
11/8/23 1:00 PM - 1:30 PM<br>
11/22/23 1:00 PM - 1:30 PM<br>
12/6/23 1:00 PM - 1:30 PM<br>
12/20/23 1:00 PM - 1:30 PM<br>",,,,,0,
9216,Portland Senior Center,publish,portland-senior-center,"Every other Monday.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,7 Waverly Ave,,Portland,CT,6480,USA,US,41.575274,-72.637153,"11/7/22 1:00 PM - 2:00 PM<br>
11/21/22 1:00 PM - 2:00 PM<br>
12/5/22 1:00 PM - 2:00 PM<br>
12/19/22 1:00 PM - 2:00 PM<br>
1/2/23 1:00 PM - 2:00 PM<br>
1/16/23 1:00 PM - 2:00 PM<br>
1/30/23 1:00 PM - 2:00 PM<br>
2/13/23 1:00 PM - 2:00 PM<br>
2/27/23 1:00 PM - 2:00 PM<br>
3/13/23 1:00 PM - 2:00 PM<br>
3/27/23 1:00 PM - 2:00 PM<br>
4/10/23 1:00 PM - 2:00 PM<br>
4/24/23 1:00 PM - 2:00 PM<br>
5/8/23 1:00 PM - 2:00 PM<br>
5/22/23 1:00 PM - 2:00 PM<br>
6/5/23 1:00 PM - 2:00 PM<br>
6/19/23 1:00 PM - 2:00 PM<br>
7/3/23 1:00 PM - 2:00 PM<br>
7/17/23 1:00 PM - 2:00 PM<br>
7/31/23 1:00 PM - 2:00 PM<br>
8/14/23 1:00 PM - 2:00 PM<br>
8/28/23 1:00 PM - 2:00 PM<br>
9/11/23 1:00 PM - 2:00 PM<br>
9/25/23 1:00 PM - 2:00 PM<br>
10/9/23 1:00 PM - 2:00 PM<br>
10/23/23 1:00 PM - 2:00 PM<br>
11/6/23 1:00 PM - 2:00 PM<br>
11/20/23 1:00 PM - 2:00 PM<br>
12/4/23 1:00 PM - 2:00 PM<br>
12/18/23 1:00 PM - 2:00 PM<br>",,,,,0,
9211,Northwest Comm College,publish,northwest-comm-college,"Parking lot at intersection with Holabird Ave.

Every other Tuesday. Check back frequently for schedule changes or cancellations. If you need other help, please dial 2-1-1 or visit www.211ct.org",,1,11/18/2022 18:08,119 N Main St,,Winsted,CT,6098,USA,US,41.924524,-73.06033,"10/18/22 12:00 PM - 1:00 PM<br>
11/1/22 12:00 PM - 1:00 PM<br>
11/15/22 12:00 PM - 1:00 PM<br>
11/29/22 12:00 PM - 1:00 PM<br>
12/13/22 12:00 PM - 1:00 PM<br>
12/27/22 12:00 PM - 1:00 PM<br>
1/10/23 12:00 PM - 1:00 PM<br>
1/24/23 12:00 PM - 1:00 PM<br>
2/7/23 12:00 PM - 1:00 PM<br>
2/21/23 12:00 PM - 1:00 PM<br>
3/7/23 12:00 PM - 1:00 PM<br>
3/21/23 12:00 PM - 1:00 PM<br>
4/4/23 12:00 PM - 1:00 PM<br>
4/18/23 12:00 PM - 1:00 PM<br>
5/2/23 12:00 PM - 1:00 PM<br>
5/16/23 12:00 PM - 1:00 PM<br>
5/30/23 12:00 PM - 1:00 PM<br>
6/13/23 12:00 PM - 1:00 PM<br>
6/27/23 12:00 PM - 1:00 PM<br>
7/11/23 12:00 PM - 1:00 PM<br>
7/25/23 12:00 PM - 1:00 PM<br>
8/8/23 12:00 PM - 1:00 PM<br>
8/22/23 12:00 PM - 1:00 PM<br>
9/5/23 12:00 PM - 1:00 PM<br>
9/19/23 12:00 PM - 1:00 PM<br>
10/3/23 12:00 PM - 1:00 PM<br>
10/17/23 12:00 PM - 1:00 PM<br>
10/31/23 12:00 PM - 1:00 PM<br>
11/14/23 12:00 PM - 1:00 PM<br>
11/28/23 12:00 PM - 1:00 PM<br>
12/12/23 12:00 PM - 1:00 PM<br>
12/26/23 12:00 PM - 1:00 PM<br>",,,,,0,
9212,PAL Enlightenment,publish,pal-enlightenment,"Every other Tuesday. Check back frequently for cancellations or schedule changes. If you need other help, please dial 2-1-1 or visit www.211ct.org",,1,11/18/2022 18:08,64 Division St,,Waterbury,CT,6704,USA,US,41.563403,-73.028306,"10/18/22 9:00 AM - 10:00 AM<br>
11/1/22 9:00 AM - 10:00 AM<br>
11/15/22 9:00 AM - 10:00 AM<br>
11/29/22 9:00 AM - 10:00 AM<br>
12/13/22 9:00 AM - 10:00 AM<br>
12/27/22 9:00 AM - 10:00 AM<br>
1/10/23 9:00 AM - 10:00 AM<br>
1/24/23 9:00 AM - 10:00 AM<br>
2/7/23 9:00 AM - 10:00 AM<br>
2/21/23 9:00 AM - 10:00 AM<br>
3/7/23 9:00 AM - 10:00 AM<br>
3/21/23 9:00 AM - 10:00 AM<br>
4/4/23 9:00 AM - 10:00 AM<br>
4/18/23 9:00 AM - 10:00 AM<br>
5/2/23 9:00 AM - 10:00 AM<br>
5/16/23 9:00 AM - 10:00 AM<br>
5/30/23 9:00 AM - 10:00 AM<br>
6/13/23 9:00 AM - 10:00 AM<br>
6/27/23 9:00 AM - 10:00 AM<br>
7/11/23 9:00 AM - 10:00 AM<br>
7/25/23 9:00 AM - 10:00 AM<br>
8/8/23 9:00 AM - 10:00 AM<br>
8/22/23 9:00 AM - 10:00 AM<br>
9/5/23 9:00 AM - 10:00 AM<br>
9/19/23 9:00 AM - 10:00 AM<br>
10/3/23 9:00 AM - 10:00 AM<br>
10/17/23 9:00 AM - 10:00 AM<br>
10/31/23 9:00 AM - 10:00 AM<br>
11/14/23 9:00 AM - 10:00 AM<br>
11/28/23 9:00 AM - 10:00 AM<br>
12/12/23 9:00 AM - 10:00 AM<br>
12/26/23 9:00 AM - 10:00 AM<br>",,,,,0,
9213,Park City Outreach @Klein Memorial,publish,park-city-outreach-klein-memorial,"Large parking lot across the street from Klein Memorial building.

Every other Tuesday.

All sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.
Please also visit&nbsp;https://www.211.org&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,910 Fairfield Ave,,Bridgeport,CT,6605,USA,US,41.174815,-73.202109,"10/4/22 9:00 AM - 9:45 AM<br>
10/18/22 9:00 AM - 9:45 AM<br>
11/1/22 9:00 AM - 9:45 AM<br>
11/15/22 9:00 AM - 9:45 AM<br>
11/29/22 9:00 AM - 9:45 AM<br>
12/13/22 9:00 AM - 9:45 AM<br>
12/27/22 9:00 AM - 9:45 AM<br>
1/10/23 9:00 AM - 9:45 AM<br>
1/24/23 9:00 AM - 9:45 AM<br>
2/7/23 9:00 AM - 9:45 AM<br>
2/21/23 9:00 AM - 9:45 AM<br>
3/7/23 9:00 AM - 9:45 AM<br>
3/21/23 9:00 AM - 9:45 AM<br>
4/4/23 9:00 AM - 9:45 AM<br>
4/18/23 9:00 AM - 9:45 AM<br>
5/2/23 9:00 AM - 9:45 AM<br>
5/16/23 9:00 AM - 9:45 AM<br>
5/30/23 9:00 AM - 9:45 AM<br>
6/13/23 9:00 AM - 9:45 AM<br>
6/27/23 9:00 AM - 9:45 AM<br>
7/11/23 9:00 AM - 9:45 AM<br>
7/25/23 9:00 AM - 9:45 AM<br>
8/8/23 9:00 AM - 9:45 AM<br>
8/22/23 9:00 AM - 9:45 AM<br>
9/5/23 9:00 AM - 9:45 AM<br>
9/19/23 9:00 AM - 9:45 AM<br>
10/3/23 9:00 AM - 9:45 AM<br>
10/17/23 9:00 AM - 9:45 AM<br>
10/31/23 9:00 AM - 9:45 AM<br>
11/14/23 9:00 AM - 9:45 AM<br>
11/28/23 9:00 AM - 9:45 AM<br>
12/12/23 9:00 AM - 9:45 AM<br>
12/26/23 9:00 AM - 9:45 AM<br>",,,,,0,
9214,Park West Apartments - Terrace Drive,publish,park-west-apartments-terrace-drive,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every  other Tuesday.</td>
</tr>
</tbody>
</table>
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,24 Terrace Dr,,Vernon,CT,6066,USA,US,41.863204,-72.471259,"10/11/22 1:00 PM - 1:30 PM<br>
10/25/22 1:00 PM - 1:30 PM<br>
11/8/22 1:00 PM - 1:30 PM<br>
11/22/22 1:00 PM - 1:30 PM<br>
12/6/22 1:00 PM - 1:30 PM<br>
12/20/22 1:00 PM - 1:30 PM<br>
1/3/23 1:00 PM - 1:30 PM<br>
1/17/23 1:00 PM - 1:30 PM<br>
1/31/23 1:00 PM - 1:30 PM<br>
2/14/23 1:00 PM - 1:30 PM<br>
2/28/23 1:00 PM - 1:30 PM<br>
3/14/23 1:00 PM - 1:30 PM<br>
3/28/23 1:00 PM - 1:30 PM<br>
4/11/23 1:00 PM - 1:30 PM<br>
4/25/23 1:00 PM - 1:30 PM<br>
5/9/23 1:00 PM - 1:30 PM<br>
5/23/23 1:00 PM - 1:30 PM<br>
6/6/23 1:00 PM - 1:30 PM<br>
6/20/23 1:00 PM - 1:30 PM<br>
7/4/23 1:00 PM - 1:30 PM<br>
7/18/23 1:00 PM - 1:30 PM<br>
8/1/23 1:00 PM - 1:30 PM<br>
8/15/23 1:00 PM - 1:30 PM<br>
8/29/23 1:00 PM - 1:30 PM<br>
9/12/23 1:00 PM - 1:30 PM<br>
9/26/23 1:00 PM - 1:30 PM<br>
10/10/23 1:00 PM - 1:30 PM<br>
10/24/23 1:00 PM - 1:30 PM<br>
11/7/23 1:00 PM - 1:30 PM<br>
11/21/23 1:00 PM - 1:30 PM<br>
12/5/23 1:00 PM - 1:30 PM<br>
12/19/23 1:00 PM - 1:30 PM<br>",,,,,0,
9215,Pope Park,publish,pope-park,"Every other Wednesday. Across from Arroyo Rec Center.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,30 Pope Park Dr,,Hartford,CT,6106,USA,US,41.755053,-72.69727,"10/5/22 9:00 AM - 9:45 AM<br>
10/19/22 9:00 AM - 9:45 AM<br>
11/2/22 9:00 AM - 9:45 AM<br>
11/16/22 9:00 AM - 9:45 AM<br>
11/30/22 9:00 AM - 9:45 AM<br>
12/14/22 9:00 AM - 9:45 AM<br>
12/28/22 9:00 AM - 9:45 AM<br>
1/11/23 9:00 AM - 9:45 AM<br>
1/25/23 9:00 AM - 9:45 AM<br>
2/8/23 9:00 AM - 9:45 AM<br>
2/22/23 9:00 AM - 9:45 AM<br>
3/8/23 9:00 AM - 9:45 AM<br>
3/22/23 9:00 AM - 9:45 AM<br>
4/5/23 9:00 AM - 9:45 AM<br>
4/19/23 9:00 AM - 9:45 AM<br>
5/3/23 9:00 AM - 9:45 AM<br>
5/17/23 9:00 AM - 9:45 AM<br>
5/31/23 9:00 AM - 9:45 AM<br>
6/14/23 9:00 AM - 9:45 AM<br>
6/28/23 9:00 AM - 9:45 AM<br>
7/12/23 9:00 AM - 9:45 AM<br>
7/26/23 9:00 AM - 9:45 AM<br>
8/9/23 9:00 AM - 9:45 AM<br>
8/23/23 9:00 AM - 9:45 AM<br>
9/6/23 9:00 AM - 9:45 AM<br>
9/20/23 9:00 AM - 9:45 AM<br>
10/4/23 9:00 AM - 9:45 AM<br>
10/18/23 9:00 AM - 9:45 AM<br>
11/1/23 9:00 AM - 9:45 AM<br>
11/15/23 9:00 AM - 9:45 AM<br>
11/29/23 9:00 AM - 9:45 AM<br>
12/13/23 9:00 AM - 9:45 AM<br>
12/27/23 9:00 AM - 9:45 AM<br>",,,,,0,
9217,Naugatuck Convention Center,publish,naugatuck-convention-center,"Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,6 Rubber Ave,,Naugatuck,CT,6770,USA,US,41.486356,-73.05506,"10/13/22 5:30 PM - 6:30 PM<br>
11/10/22 5:30 PM - 6:30 PM<br>
12/8/22 5:30 PM - 6:30 PM<br>
1/12/23 5:30 PM - 6:30 PM<br>
2/9/23 5:30 PM - 6:30 PM<br>
3/9/23 5:30 PM - 6:30 PM<br>
4/13/23 5:30 PM - 6:30 PM<br>
5/11/23 5:30 PM - 6:30 PM<br>
6/8/23 5:30 PM - 6:30 PM<br>
7/13/23 5:30 PM - 6:30 PM<br>
8/10/23 5:30 PM - 6:30 PM<br>
9/14/23 5:30 PM - 6:30 PM<br>
10/12/23 5:30 PM - 6:30 PM<br>
11/9/23 5:30 PM - 6:30 PM<br>
12/14/23 5:30 PM - 6:30 PM<br>",,,,,0,
9218,New Hope Baptist Church,publish,new-hope-baptist-church,"Every other Wednesday.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/""><u>https://www.211.org</u></a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,10 Dr Aaron B Samuels Blvd,,Danbury,CT,6810,USA,US,41.389188,-73.456216,"10/5/22 11:45 AM - 12:45 PM<br>
10/19/22 11:45 AM - 12:45 PM<br>
11/2/22 11:45 AM - 12:45 PM<br>
11/16/22 11:45 AM - 12:45 PM<br>
11/30/22 11:45 AM - 12:45 PM<br>
12/14/22 11:45 AM - 12:45 PM<br>
12/28/22 11:45 AM - 12:45 PM<br>
1/11/23 11:45 AM - 12:45 PM<br>
1/25/23 11:45 AM - 12:45 PM<br>
2/8/23 11:45 AM - 12:45 PM<br>
2/22/23 11:45 AM - 12:45 PM<br>
3/8/23 11:45 AM - 12:45 PM<br>
3/22/23 11:45 AM - 12:45 PM<br>
4/5/23 11:45 AM - 12:45 PM<br>
4/19/23 11:45 AM - 12:45 PM<br>
5/3/23 11:45 AM - 12:45 PM<br>
5/17/23 11:45 AM - 12:45 PM<br>
5/31/23 11:45 AM - 12:45 PM<br>
6/14/23 11:45 AM - 12:45 PM<br>
6/28/23 11:45 AM - 12:45 PM<br>
7/12/23 11:45 AM - 12:45 PM<br>
7/26/23 11:45 AM - 12:45 PM<br>
8/9/23 11:45 AM - 12:45 PM<br>
8/23/23 11:45 AM - 12:45 PM<br>
9/6/23 11:45 AM - 12:45 PM<br>
9/20/23 11:45 AM - 12:45 PM<br>
10/4/23 11:45 AM - 12:45 PM<br>
10/18/23 11:45 AM - 12:45 PM<br>
11/1/23 11:45 AM - 12:45 PM<br>
11/15/23 11:45 AM - 12:45 PM<br>
11/29/23 11:45 AM - 12:45 PM<br>
12/13/23 11:45 AM - 12:45 PM<br>
12/27/23 11:45 AM - 12:45 PM<br>",,,,,0,
9219,New Mt. Moriah Baptist Church,publish,new-mt-moriah-baptist-church,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every other Thursday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.</td>
</tr>
</tbody>
</table>",,1,11/18/2022 18:08,222 Barbour St,,Hartford,CT,6120,USA,US,41.791306,-72.677433,"10/6/22 10:15 AM - 11:00 AM<br>
10/20/22 10:15 AM - 11:00 AM<br>
11/3/22 10:15 AM - 11:00 AM<br>
11/17/22 10:15 AM - 11:00 AM<br>
12/1/22 10:15 AM - 11:00 AM<br>
12/15/22 10:15 AM - 11:00 AM<br>
12/29/22 10:15 AM - 11:00 AM<br>
1/12/23 10:15 AM - 11:00 AM<br>
1/26/23 10:15 AM - 11:00 AM<br>
2/23/23 10:15 AM - 11:00 AM<br>
3/9/23 10:15 AM - 11:00 AM<br>
3/23/23 10:15 AM - 11:00 AM<br>
4/6/23 10:15 AM - 11:00 AM<br>
4/20/23 10:15 AM - 11:00 AM<br>
5/4/23 10:15 AM - 11:00 AM<br>
5/18/23 10:15 AM - 11:00 AM<br>
6/1/23 10:15 AM - 11:00 AM<br>
6/15/23 10:15 AM - 11:00 AM<br>
6/29/23 10:15 AM - 11:00 AM<br>
7/13/23 10:15 AM - 11:00 AM<br>
7/27/23 10:15 AM - 11:00 AM<br>
8/10/23 10:15 AM - 11:00 AM<br>
8/24/23 10:15 AM - 11:00 AM<br>
9/7/23 10:15 AM - 11:00 AM<br>
9/21/23 10:15 AM - 11:00 AM<br>
10/5/23 10:15 AM - 11:00 AM<br>
10/19/23 10:15 AM - 11:00 AM<br>
11/2/23 10:15 AM - 11:00 AM<br>
11/16/23 10:15 AM - 11:00 AM<br>
11/30/23 10:15 AM - 11:00 AM<br>
12/14/23 10:15 AM - 11:00 AM<br>
12/28/23 10:15 AM - 11:00 AM<br>",,,,,0,
9220,New Opportunities of Greater Meriden,publish,new-opportunities-of-greater-meriden,"Every other Thursday. Check back often for schedule changes and cancellations. If you need other help, dial 2-1-1 or visit www.211ct.org",,1,11/18/2022 18:08,165 Miller St,,Meriden,CT,6450,USA,US,41.537283,-72.794459,"10/27/22 1:00 PM - 2:00 PM<br>
11/10/22 1:00 PM - 2:00 PM<br>
12/8/22 1:00 PM - 2:00 PM<br>
12/22/22 1:00 PM - 2:00 PM<br>
1/5/23 1:00 PM - 2:00 PM<br>
1/19/23 1:00 PM - 2:00 PM<br>
2/2/23 1:00 PM - 2:00 PM<br>
2/16/23 1:00 PM - 2:00 PM<br>
3/2/23 1:00 PM - 2:00 PM<br>
3/16/23 1:00 PM - 2:00 PM<br>
3/30/23 1:00 PM - 2:00 PM<br>
4/13/23 1:00 PM - 2:00 PM<br>
4/27/23 1:00 PM - 2:00 PM<br>
5/11/23 1:00 PM - 2:00 PM<br>
5/25/23 1:00 PM - 2:00 PM<br>
6/8/23 1:00 PM - 2:00 PM<br>
6/22/23 1:00 PM - 2:00 PM<br>
7/6/23 1:00 PM - 2:00 PM<br>
7/20/23 1:00 PM - 2:00 PM<br>
8/3/23 1:00 PM - 2:00 PM<br>
8/17/23 1:00 PM - 2:00 PM<br>
8/31/23 1:00 PM - 2:00 PM<br>
9/14/23 1:00 PM - 2:00 PM<br>
9/28/23 1:00 PM - 2:00 PM<br>
10/12/23 1:00 PM - 2:00 PM<br>
10/26/23 1:00 PM - 2:00 PM<br>
11/9/23 1:00 PM - 2:00 PM<br>
11/23/23 1:00 PM - 2:00 PM<br>
12/7/23 1:00 PM - 2:00 PM<br>
12/21/23 1:00 PM - 2:00 PM<br>",,,,,0,
